Character Name,Height,Weight,Bust,Waist,Hip,Gender,Eye Color,Hair Color,Hair Length,Apparent Age,Animal Ears,
Maki Tsukimura,,,,,,Female ,Gray ,Black ,Past Waist ,Adult ,No ,
Sae Usami,,,,,,Female ,Blue ,Brown ,To Neck ,Adult ,No ,
Mai Tsuyama,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
Mitsu Kandori,,,,,,Female ,Purple ,Blonde ,To Chest ,Teen ,No ,
Yutiru,,,,,,Female ,Blue ,Blue / Green ,To Shoulders ,Teen ,Elf ,
Shizuka Amaoto,,,,,,Female ,Purple ,Black ,Past Waist ,Adult ,No ,
Hikari Kone,,,,,,Female ,Red ,Brown ,Past Waist ,Teen ,No ,
Lynne Daves,148cm,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Eruru Momoe,163cm,,92cm,50cm,88cm,Female ,Green ,Orange ,To Waist ,Teen ,No ,
Sumika Nanase,,,,,,Female ,Pink ,Blonde ,Past Waist ,Teen ,No ,
Saint-Germain,,,,,,Female ,Blue ,Green ,To Waist ,Adult ,No ,
Miharu Morikawa,,,,,,Female ,Blue ,Green ,To Neck ,Teen ,No ,
Zaki,,,,,,Female ,Black ,Maroon ,To Shoulders ,Teen ,No ,
Saeki Saori,154cm,,94cm,59cm,91cm,Female ,Brown ,Blue ,To Waist ,Teen ,No ,
Shokora,,,,,,Female ,Purple ,Blue ,To Waist ,Teen ,No ,
Sutti,,,,,,Female ,Blue ,Blonde ,To Neck ,Teen ,Animal ,
FG42,,,,,,Female ,Gray ,Blonde ,To Shoulders ,Adult ,No ,
Saasa,,,,,,Female ,Not Visible ,Pink ,To Waist ,Adult ,No ,
LS26,,,,,,Female ,Blue ,Brown ,To Waist ,Adult ,No ,
Letia Adolf,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Miharu Saotome,,,,,,Female ,Brown ,Brown ,To Waist ,Adult ,No ,
Kinugasa,,,,,,Female ,Purple ,Maroon ,To Neck ,Teen ,No ,
Anthy Himemiya,157cm,41kg,,,,Female ,Green ,Purple ,To Ears ,Teen ,No ,
Roon µ,,,,,,Female ,Brown ,Blonde ,To Shoulders ,Adult ,No ,
Lucil,,,,,,Female ,Brown ,Red ,To Waist ,Adult ,No ,
Brünhild Schwestern,168cm,,95cm,61cm,96cm,Female ,Pink ,Brown ,To Waist ,Adult ,No ,
Kiku No. 8,,,,,,Female ,Red ,Pink ,To Ears ,Teen ,No ,
Julia Ichijou,,,,,,Female ,Blue / Green ,Blonde ,To Chest ,Teen ,No ,
Tomoko Ogura,,,,,,Female ,Brown ,Blonde ,To Neck ,Adult ,No ,
Momo Minamoto,,,,,,Female ,Brown ,Pink ,To Neck ,Teen ,No ,
Eriko Segawa,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Tchaikovsky,,,,,,Female ,Blue ,White ,To Shoulders ,Teen ,No ,
Nagasaki,,,,,,Female ,Yellow ,Black ,Past Waist ,Teen ,No ,
Schwarz Metzelei,,,,,,Female ,Red ,Blue ,To Shoulders ,Adult ,Horns ,
Phantasma,,,,,,Female ,Pink ,Pink ,Past Waist ,Adult ,Horns ,
Amy Carlisle,,,,,,Female ,Black ,Brown ,Hair Up / Indeterminate ,Adult ,No ,
Namiko Isobe,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Duo,,,,,,Female ,Yellow ,Blue ,Past Waist ,Adult ,No ,
Mia Kanna,,,,,,Female ,Pink ,White ,To Shoulders ,Teen ,No ,
Female Prince,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Kyoko Iwase,,,,,,Female ,Black ,Brown ,To Shoulders ,Adult ,No ,
Matsuri Orihara,,,,,,Female ,Yellow ,Blonde ,To Neck ,Teen ,Animal ,
N'duhlle Gilford,,,,,,Female ,Black ,Black ,To Ears ,Adult ,No ,
Megumi Saitou,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Hussar,,,,,,Female ,Blue ,Black ,To Shoulders ,Teen ,No ,
Ruri Sarasa,,,,,,Female ,Red ,Purple ,To Neck ,Teen ,No ,
Willes,,,,,,Female ,Yellow ,White ,Past Waist ,Teen ,No ,
Chisa Misawa,158cm,,83cm,59cm,86cm,Female ,Green ,Orange ,To Shoulders ,Teen ,No ,
Hiyori Shirakawa,157cm,47kg,,,,Female ,Blue ,Pink ,To Waist ,Teen ,No ,
Q-feuille,,,,,,Female ,Blue ,Purple ,To Chest ,Teen ,No ,
Ciel Hoshigaoka,,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Sae Kisaragi,,,,,,Female ,Green ,Blonde ,To Neck ,Adult ,No ,
Ouka Takamiya,162cm,,86cm,55cm,87cm,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Sue Harris,,,,,,Female ,Orange ,Gray ,To Neck ,Teen ,No ,
Nayu Hayama,,,,,,Female ,Red ,Brown ,To Chest ,Teen ,No ,
Kiriha Kurano,,,,,,Female ,Purple ,Blue ,Past Waist ,Adult ,No ,
Mouflon,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,Horns ,
Reed,,,,,,Female ,Blue / Green ,White ,Past Waist ,Adult ,No ,
Risa Uchiki,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Manaka Kurumi,,,,,,Female ,Orange ,Orange ,To Neck ,Teen ,No ,
Cecil Takeo,,,,,,Female ,Red ,Blue / Green ,Past Waist ,Teen ,No ,
Fiderite,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Hayu Nukui,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Kumi Sawada,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Akemi Suzaku,,,,,,Female ,Brown ,Black ,To Ears ,Adult ,No ,
Mai Zen'in,170cm,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Nakamura Komatshi,,,,,,Female ,Black ,Brown ,To Chest ,Adult ,No ,
Hishi Akebono,,,,,,Female ,Red ,Brown ,To Shoulders ,Teen ,Animal ,
Chiharu Hanesaka,150cm,,,,,Female ,Pink ,Brown ,To Neck ,Teen ,No ,
Selen Hemein,,,,,,Female ,Purple ,Blonde ,To Neck ,Teen ,No ,
Natsuki Aoi,171cm,,105cm,65cm,90cm,Female ,Brown ,Black ,Past Waist ,Adult ,No ,
Nanna ,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Yoshishige Satake,,,,,,Female ,Purple ,Gray ,Past Waist ,Adult ,No ,
Mikiko Kawamoto,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,Elf ,
Nagi & Nami Futaba,,,,,,Female ,Blue ,Blue / Green ,To Neck ,Teen ,No ,
Mina Konoe,,,,,,Female ,Red ,Green ,To Waist ,Adult ,No ,
Makoto Jinbo,,,,,,Female ,Orange ,Orange ,To Shoulders ,Teen ,No ,
Komi Natsuki,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Black Aries,,,,,,Female ,Yellow ,Red ,Past Waist ,Teen ,No ,
San Iwato,,,,,,Female ,Pink ,Gray ,To Neck ,Teen ,No ,
Nozomi Mine,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Himeno Toyokawa,,,,,,Female ,Brown ,Pink ,To Shoulders ,Teen ,No ,
Yukari Tokino,,,,,,Female ,Yellow ,Gray ,Past Waist ,Teen ,No ,
Reiko Takagi,,,,,,Female ,Green ,Pink ,To Waist ,Adult ,No ,
Spirit Guardian,,,,,,Female ,Yellow ,Blue ,To Waist ,Adult ,No ,
Youko Yoshimi,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Kyoi Hakuyaku,,,,,,Female ,Green ,Blue ,To Neck ,Teen ,Animal ,
Bedivere,,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Tsukishima,,,,,,Female ,Black ,Black ,To Neck ,Adult ,Animal ,
Shoji,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Misato Kamikado,,,,,,Female ,Blue / Green ,Brown ,To Ears ,Adult ,No ,
Ater,,,,,,Female ,Red ,White ,Past Waist ,Teen ,No ,
Felecca,,,,,,Female ,Purple ,Orange ,To Neck ,Teen ,No ,
Rongo,,,,,,Female ,Yellow ,Blue ,Past Waist ,Adult ,No ,
Asahi Habutae,,,,,,Female ,Red ,Pink ,Past Waist ,Teen ,No ,
Kyouko Azuma,,,,,,Female ,Yellow ,Red ,To Chest ,Teen ,No ,
Rina Nekoyama,,,,,,Female ,Green ,Black ,To Waist ,Teen ,No ,
Yukari Doujima,,,,,,Female ,Blue ,Orange ,To Neck ,Adult ,No ,
Mia Karnstein,,,,,,Female ,Green ,Blonde ,To Chest ,Adult ,No ,
Saki Mikuriya,,,,,,Female ,Purple ,Purple ,To Shoulders ,Teen ,No ,
Nadeshiko Konoe,156cm,,90cm,52cm,84cm,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Ritsu's Mother,,,,,,Female ,Black ,Black ,Hair Up / Indeterminate ,Adult ,No ,
Ginchiyo Tachibana,,,,,,Female ,Purple ,Black ,Past Waist ,Adult ,No ,
Xerah,,,,,,Female ,Pink ,Black ,To Shoulders ,Teen ,No ,
Misa ,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Amida,,,,,,Female ,Blue ,Black ,To Shoulders ,Teen ,No ,
Androssi Zahard,,,,,,Female ,Orange ,Brown ,To Neck ,Teen ,No ,
Azucena,,,,,,Female ,Pink ,Gray ,To Waist ,Adult ,No ,
Tsubaki Myoudouin,,,,,,Female ,Brown ,Brown ,To Ears ,Adult ,No ,
Nana Up,,,,,,Female ,Pink ,Blue ,To Ears ,Adult ,No ,
Appli,,,,,,Female ,Yellow ,Blonde ,To Neck ,Teen ,No ,
Sylvia Aldridge,,,,,,Female ,Blue ,Blonde ,To Waist ,Adult ,No ,
Holger,,,,,,Female ,Brown ,Orange ,To Ears ,Adult ,No ,
Amae Erai,,,,,,Female ,Orange ,Orange ,To Chest ,Adult ,No ,
Aigle,,,,,,Female ,Brown ,Black ,To Waist ,Teen ,No ,
Ryouko Tokita,,,,,,Female ,Yellow ,Brown ,To Neck ,Teen ,No ,
Salem,,,,,,Female ,Purple ,Blonde ,To Chest ,Adult ,No ,
Ruri P. Theophrastus,,,,,,Female ,Blue / Green ,Gray ,To Waist ,Teen ,No ,
Nana Nozaki,,,,,,Female ,Gray ,Maroon ,To Shoulders ,Adult ,No ,
Evie,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,Animal ,
Riko Hidaka,,,,,,Female ,Purple ,Pink ,To Ears ,Adult ,No ,
Evelina Lynzel,,,,,,Female ,Purple ,Blonde ,Past Waist ,Adult ,No ,
Urara Nikaidou,,,,,,Female ,Green ,Green ,To Waist ,Teen ,No ,
Amy March,,,,,,Female ,Green ,Blonde ,To Shoulders ,Teen ,No ,
Sana Murafuji,,,,,,Female ,Purple ,Brown ,To Shoulders ,Teen ,No ,
Poinny koon & Falc...,,,,,,Female ,Blue / Green ,Purple ,Past Waist ,Teen ,No ,
Suzuran Kazami,,,,,,Female ,Orange ,Brown ,To Shoulders ,Teen ,No ,
Yuuhi Shimazu,,,,,,Female ,Brown ,White ,Past Waist ,Teen ,No ,
Kiyoko Takaoka,,,,,,Female ,Brown ,Blue ,To Shoulders ,Adult ,No ,
Urquhart,,,,,,Female ,Gray ,Gray ,To Ears ,Adult ,No ,
Manami Kondou,,,,,,Female ,Brown ,Green ,To Chest ,Teen ,No ,
Asuka Kawato,,,,,,Female ,Green ,Black ,To Ears ,Teen ,No ,
Setsuko Nishina,,,,,,Female ,Green ,Pink ,To Shoulders ,Adult ,No ,
Chitose Sejou,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Satsuki Ikaruga,,,,,,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Ruby Strom,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,No ,
Rio Kurusu,,,,,,Female ,Yellow ,Green ,To Shoulders ,Teen ,No ,
Saori Terahara,,,,,,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Mai Sasaki,,,,,,Female ,Yellow ,Green ,To Neck ,Teen ,No ,
Fumie Sakana,,,,,,Female ,Not Visible ,Blue / Green ,To Shoulders ,Adult ,No ,
Kotoko Yoshizumi,,,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Tsuru Suzuno,,,,,,Female ,Green ,Blue ,To Neck ,Adult ,No ,
Chisei,,,,,,Female ,Pink ,Purple ,Past Waist ,Teen ,No ,
Ai Minami,,,,,,Female ,Green ,Maroon ,To Shoulders ,Teen ,No ,
Frieda Reiss,,,,,,Female ,Blue ,Black ,To Chest ,Adult ,No ,
Kirin Himemiya,,,,,,Female ,Gray ,Blonde ,To Chest ,Teen ,No ,
Miria Hazuki,,,,,,Female ,Gray ,Gray ,To Neck ,Teen ,No ,
Youko Katou,,,,,,Female ,Brown ,Black ,To Shoulders ,Adult ,No ,
Rinka Asahina,,,,,,Female ,Purple ,Red ,Past Waist ,Teen ,No ,
Kuwanto,,,,,,Female ,Blue ,Green ,Past Waist ,Teen ,No ,
Mazon,,,,,,Female ,Green ,Brown ,To Chest ,Teen ,No ,
Tatsumi Akou,,,,,,Female ,Green ,Red ,To Ears ,Teen ,No ,
Mari Isaka,,,,,,Female ,Yellow ,Red ,To Neck ,Teen ,No ,
Kaede Mibuna,,,,,,Female ,Green ,Brown ,To Shoulders ,Adult ,No ,
Arsim Fana,,,,,,Female ,Pink ,Purple ,To Shoulders ,Teen ,Animal ,
Iguchi,,,,,,Female ,Blue ,Brown ,To Neck ,Teen ,No ,
Monica Francoise,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Yuki Kotonomiya,,,,,,Female ,Red ,Blue ,To Neck ,Adult ,No ,
Nobunaga Kuon Sabu...,,,,,,Female ,Yellow ,Black ,Past Waist ,Teen ,No ,
Ayaka Kisaragi,,,,,,Female ,Pink ,Brown ,To Waist ,Teen ,No ,
Minami Kitakaze,,,,,,Female ,Black ,Black ,To Shoulders ,Adult ,No ,
Christina Deorotto,,,,,,Female ,Purple ,Pink ,To Neck ,Teen ,No ,
Moeno Abiru,160cm,,84cm,,,Female ,Blue ,Pink ,To Ears ,Adult ,No ,
Sayuri Nagase,,,,,,Female ,Purple ,Purple ,Past Waist ,Adult ,No ,
Kyouka Aoi,,,,,,Female ,Purple ,Pink ,To Chest ,Adult ,No ,
Misao Minazuki,,,,,,Female ,Purple ,Brown ,To Waist ,Teen ,No ,
Masumi Takayashiki,,,,,,Female ,Green ,Green ,To Waist ,Teen ,No ,
Ichiro Makoto,,,,,,Female ,Pink ,Blonde ,Past Waist ,Teen ,No ,
Shizuru Takaha,,,,,,Female ,Yellow ,Blue ,To Neck ,Adult ,No ,
Casper,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
White Queen,,,,,,Female ,Purple ,Pink ,Past Waist ,Adult ,No ,
Yayoi Amamori,,,,,,Female ,Brown ,Brown ,To Ears ,Teen ,No ,
Mizuki Kerenai,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Sara Sato,,,,,,Female ,Gray ,Black ,To Chest ,Adult ,No ,
Hatsuyuki,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Riko Kaneda,,,,,,Female ,Gray ,Maroon ,To Neck ,Teen ,No ,
Saki Akizuki,,,,,,Female ,Purple ,Gray ,Past Waist ,Teen ,No ,
Meiko Namiki,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Yui Nanase,,,,,,Female ,Brown ,Blue ,To Chest ,Teen ,No ,
Chiaki Ogata,157cm,45kg,,,,Female ,Yellow ,Pink ,To Waist ,Teen ,No ,
Britannian Knight ...,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Mudie Holcroft,,,,,,Female ,Black ,Black ,To Ears ,Adult ,No ,
Tsukasa Takamine,,,,,,Female ,Blue ,Pink ,To Neck ,Teen ,No ,
Fione Riese Erland,138cm,,68cm,48cm,70cm,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Shimai Shirotsumeg...,,,,,,Female ,Brown ,Blue ,To Neck ,Teen ,No ,
Ai Asato,,,,,,Female ,Brown ,Brown ,Past Waist ,Adult ,No ,
Laetitia Blanchard,,,,,,Female ,Brown ,Blonde ,To Waist ,Teen ,No ,
Carta Issue,,,,,,Female ,Brown ,Gray ,To Shoulders ,Adult ,No ,
Cally,,,,,,Female ,Black ,Brown ,To Shoulders ,Adult ,No ,
Io Sakuragawa,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Kite,,,,,,Female ,Purple ,Maroon ,To Waist ,Teen ,No ,
Orihime Tsukishima,,,,,,Female ,Black ,Black ,To Waist ,Teen ,No ,
Yuuri Tsuyuki,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Moeka China,158cm,,,,,Female ,Purple ,Gray ,To Shoulders ,Teen ,No ,
Asahi Kaho,,,,,,Female ,Green ,Brown ,To Chest ,Teen ,No ,
Yui Nishizaki,160cm,,85cm,58cm,83cm,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Lal'C Melk Mark ,,,,,,Female ,Yellow ,White ,To Neck ,Teen ,No ,
Kurumi Momose,,,,,,Female ,Brown ,Blonde ,To Neck ,Teen ,No ,
Père David's Deer,,,,,,Female ,Gray ,Brown ,To Waist ,Adult ,Animal ,
Nozomi Hoshizaki,,,,,,Female ,Black ,Black ,Past Waist ,Teen ,No ,
Ara ,,,,,,Female ,Yellow ,Black ,To Waist ,Adult ,No ,
Yayoi Shinmon,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Halluel,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Jackass,,,,,,Female ,Blue ,Black ,To Ears ,Adult ,No ,
Honami Himekawa,157cm,,83cm,54cm,84cm,Female ,Red ,Black ,To Waist ,Teen ,No ,
Dvergr,,,,,,Female ,Purple ,Pink ,To Neck ,Adult ,No ,
Kyoko Tsukihashi,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Kaoru Nanase,,,,,,Female ,Orange ,Purple ,To Neck ,Teen ,No ,
Kakuma,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Koharu Kohara,,,,,,Female ,Red ,Brown ,To Neck ,Adult ,No ,
Akari Sugai,,,,,,Female ,Purple ,Blue ,To Chest ,Teen ,No ,
Shinoda Hanae,,,,,,Female ,Green ,Brown ,To Neck ,Adult ,No ,
Seika Houshou,,,,,,Female ,Pink ,Black ,Past Waist ,Teen ,No ,
Minori Kamiya,,,,,,Female ,Blue ,Black ,To Shoulders ,Teen ,No ,
Positive One,,,,,,Female ,Red ,Gray ,To Waist ,Teen ,No ,
Miku Satou,,,,,,Female ,Green ,Orange ,To Chest ,Adult ,No ,
Kurofia,,,,,,Female ,Green ,Black ,To Chest ,Adult ,Elf ,
Uina Murasaki,,,,,,Female ,Purple ,Blue / Green ,To Chest ,Adult ,No ,
Mayu Takamine,,,,,,Female ,Green ,Blonde ,To Shoulders ,Teen ,No ,
Maria Rasputin,180cm,,,,,Female ,Purple ,Blonde ,To Neck ,Teen ,No ,
Hikari Hinase,160cm,,106cm,55cm,87cm,Female ,Yellow ,Blue / Green ,To Shoulders ,Teen ,No ,
Touka Kyoukaizumi,,,,,,Female ,Red ,Black ,To Neck ,Adult ,No ,
Sonia Virena,,,,,,Female ,Green ,Purple ,To Neck ,Adult ,No ,
Reika Ouma,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Yurika Kirishima,,,,,,Female ,Purple ,Blonde ,To Waist ,Teen ,No ,
Yasuna Abeno,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Kiria Kurono,173cm,48kg,,,,Female ,Brown ,Blue / Green ,To Chest ,Adult ,No ,
Yuki Hojiro,159cm,,89cm,57cm,85cm,Female ,Blue ,Purple ,To Neck ,Adult ,No ,
Tsubasa Kujou,,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Tetori,,,,,,Female ,Brown ,Blonde ,Past Waist ,Teen ,Elf ,
MPL,,,,,,Female ,Green ,Red ,To Shoulders ,Teen ,No ,
Rikori Yamashita,,,,,,Female ,Red ,Black ,Past Waist ,Adult ,No ,
Honoka Yoshioka,,,,,,Female ,Purple ,Purple ,To Shoulders ,Teen ,No ,
Ren Mikihara,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Albacore µ,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
Yodoko,,,,,,Female ,Purple ,Blue ,To Chest ,Adult ,No ,
Himawari Natsuwa,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Marina Shinagawa,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Yuki Hanzomon,,,,,,Female ,Purple ,Blue ,Past Waist ,Teen ,No ,
Heart,163cm,,,,,Female ,Purple ,Pink ,To Shoulders ,Teen ,No ,
Nana Oukami,,,,,,Female ,Brown ,Pink ,To Chest ,Adult ,No ,
Lizzie Garland,,,,,,Female ,Brown ,Black ,To Ears ,Adult ,No ,
Hua Danyang,,,,,,Female ,Blue ,Orange ,To Chest ,Adult ,No ,
Charlotte Hammond,,,,,,Female ,Black ,Brown ,To Ears ,Adult ,No ,
Miho Hamaoka,,,,,,Female ,Blue ,Red ,To Neck ,Adult ,No ,
Mari Onodera,,,,,,Female ,Purple ,Pink ,To Waist ,Teen ,No ,
Princess Emeraude,,,,,,Female ,Green ,Blonde ,Past Waist ,Adult ,No ,
Frost Serpent,,,,,,Female ,Blue / Green ,Blonde ,To Neck ,Adult ,No ,
Miyako Haidou,167cm,,,,,Female ,Purple ,Black ,Past Waist ,Adult ,No ,
Sakuno,163cm,,88cm,58cm,89cm,Female ,Yellow ,White ,Past Waist ,Adult ,No ,
Arisu Sagisawa,150cm,41kg,,,,Female ,Blue ,Gray ,Past Waist ,Teen ,No ,
Ascoeur,,,,,,Female ,Purple ,Pink ,To Neck ,Teen ,No ,
Koron Inae,,,,,,Female ,Red ,White ,Past Waist ,Teen ,No ,
Aoi Hinata,,,,,,Female ,Pink ,Brown ,To Neck ,Teen ,No ,
Aoi Toudou,169cm,,92cm,58cm,89cm,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Takato,,,,,,Female ,Blue ,Purple ,To Neck ,Adult ,No ,
Yurika Nijino,,,,,,Female ,Yellow ,Brown ,Past Waist ,Teen ,No ,
Lamy Yukihana,158cm,,,,,Female ,Yellow ,Blue ,Past Waist ,Adult ,Elf ,
Mountain Goat,,,,,,Female ,Gray ,White ,To Waist ,Teen ,Animal ,
Ren Dorogawa,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Beruze,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Roko Sekino,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Aiko Okina,,,,,,Female ,Green ,Orange ,To Chest ,Teen ,No ,
Madame Oreille,,,,,,Female ,Blue ,Blonde ,To Ears ,Adult ,No ,
Jun Uehara,,,,,,Female ,Purple ,Maroon ,To Shoulders ,Teen ,No ,
Spicy Gluten,,,,,,Female ,Orange ,Orange ,To Waist ,Adult ,No ,
Gold City,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,Animal ,
Reina Kuga,164cm,,,,,Female ,Pink ,Blonde ,Past Waist ,Teen ,No ,
Miyako Andou,,,,,,Female ,Gray ,Black ,To Chest ,Teen ,No ,
Ujimoto Makabe,,,,,,Female ,Purple ,Blonde ,To Shoulders ,Adult ,No ,
Airi Sega,,,,,,Female ,Blue ,Black ,To Chest ,Teen ,No ,
Shiori's Stepmother,,,,,,Female ,Brown ,Black ,To Neck ,Adult ,No ,
Ryouko Kanou,162cm,,85cm,60cm,90cm,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Rekka Nagisa,,,,,,Female ,Blue ,Red ,Past Waist ,Teen ,No ,
Rumi Akeshiro,,,,,,Female ,Purple ,Brown ,Past Waist ,Adult ,Animal ,
Chizuru Shintani,,,,,,Female ,Blue ,Green ,To Neck ,Teen ,No ,
Gina Lestrade,160cm,,,,,Female ,Blue ,Blonde ,Hair Up / Indeterminate ,Teen ,No ,
Hibiki Natsume,,,,,,Female ,Brown ,Blonde ,To Neck ,Teen ,No ,
Miki Kouda,,,,,,Female ,Brown ,Orange ,To Neck ,Teen ,No ,
Sakiko Ogawa,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Tsukushi Makino,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Mika Katoh,,,,,,Female ,Purple ,Brown ,To Ears ,Adult ,No ,
Spear Warrior,,,,,,Female ,Blue ,Pink ,To Shoulders ,Adult ,No ,
Yuuko-san,,,,,,Female ,Green ,Blonde ,To Waist ,Adult ,No ,
Haruna Hoshino,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Zhi Ling,,,,,,Female ,Black ,Black ,Past Waist ,Adult ,No ,
Haibara Shiho,,,,,,Female ,Blue ,Black ,To Chest ,Adult ,No ,
Hitomi Uchiyama,,,,,,Female ,Yellow ,Brown ,To Neck ,Teen ,No ,
Aya Makihara,,,,,,Female ,Brown ,Black ,To Ears ,Adult ,No ,
Francesca Cardinale,,,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Shiho Sagawa,,,,,,Female ,Gray ,Purple ,To Chest ,Teen ,No ,
Chiharu Arisawa,,,,,,Female ,Green ,Black ,To Shoulders ,Teen ,No ,
Kumiko Isobe,,,,,,Female ,Orange ,Maroon ,To Waist ,Adult ,No ,
The Fox,,,,,,Female ,Yellow ,Blonde ,To Waist ,Adult ,Animal ,
Renard,,,,,,Female ,Unknown ,Unknown ,To Shoulders ,Adult ,No ,
Agent,,,,,,Female ,Gray ,Black ,To Neck ,Adult ,No ,
Yuuki Mikuriya,,,,,,Female ,Purple ,Purple ,To Shoulders ,Teen ,No ,
Kyouko Ayase,162cm,,96cm,58cm,88cm,Female ,Yellow ,Blue ,To Shoulders ,Adult ,No ,
Yukina Horiguchi,,,,,,Female ,Red ,Orange ,To Chest ,Teen ,No ,
Natsuki Aizawa,,,,,,Female ,Orange ,Blonde ,To Neck ,Teen ,No ,
Envyrose,,,,,,Female ,Yellow ,Red ,Past Waist ,Adult ,No ,
Tsutsuji,,,,,,Female ,Yellow ,Pink ,Past Waist ,Teen ,Horns ,
Morrigan - The Dar...,,,,,,Female ,Purple ,Black ,Past Waist ,Adult ,Elf ,
Ninja,,,,,,Female ,Pink ,Red ,To Shoulders ,Teen ,No ,
Liv,,,,,,Female ,Pink ,Gray ,To Shoulders ,Teen ,No ,
Restia,,,,,,Female ,Gray ,Blonde ,To Waist ,Adult ,No ,
Haruna Tsukikage,,,,,,Female ,Purple ,Maroon ,To Neck ,Adult ,No ,
Ruin Cruel,,,,,,Female ,Yellow ,Pink ,Past Waist ,Teen ,No ,
Haruna Nagato,,,,,,Female ,Purple ,Brown ,To Chest ,Teen ,No ,
L,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Kakapo Kitashirakawa,,,,,,Female ,Green ,Green ,To Neck ,Teen ,No ,
Killer Khan,,,,,,Female ,Brown ,Red ,To Neck ,Teen ,No ,
Mei-Ling,,,,,,Female ,Green ,Brown ,To Chest ,Adult ,No ,
Misuzu Gundo,,,,,,Female ,Gray ,Black ,To Chest ,Teen ,No ,
Clea,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Kanon Harumo,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
